timestep,E_power_sum,D_power_sum,num_airy,r0_ref
40,241851758.36189225,243245646.40380424,1,0.2
60,242887168.48565105,243981171.1145492,1,0.2
80,243227728.0268957,243932623.76884255,1,0.2
100,243429734.37289563,244424809.22045588,1,0.2
120,242639002.9624976,244389760.1892656,1,0.2
140,243217460.56717455,244058485.41153592,1,0.2
160,239134418.5120024,242870590.78446293,1,0.2
180,239119054.17485815,242864354.91933575,1,0.2
200,240581085.3942136,243192022.2270304,1,0.2
220,239561354.872385,243449842.45131063,1,0.2
240,241038021.5078599,242839851.02007723,1,0.2
260,232610707.36227015,240975350.4871095,1,0.2
280,241232251.7095047,243092524.31643397,1,0.2
300,241871510.60631263,243210691.92369133,1,0.2
320,240909255.33713305,241077495.3626406,1,0.2
340,243440579.44860455,243779510.02552557,1,0.2
360,244244313.02540988,244502752.87089023,1,0.2
380,237423196.7581727,241454194.8574028,1,0.2
400,242419929.5939957,243437142.76982015,1,0.2
420,242474325.19486883,243060903.58098376,1,0.2
440,238470498.52206063,241742174.6189009,1,0.2
460,241486749.14789605,243324528.89167175,1,0.2
480,236994056.78386375,242942050.6378864,1,0.2
500,234080008.2481464,243087393.2470751,1,0.2
520,238369602.84187692,241386455.13255715,1,0.2
540,239829042.50703156,242336687.20985037,1,0.2
560,234597587.42506963,240028470.0017458,1,0.2
580,239416539.8739658,243463702.6222025,1,0.2
600,240503091.9738675,242266682.65536487,1,0.2
620,237980504.84097183,243503648.63355815,1,0.2
640,239727768.5666571,243033326.4639982,1,0.2
660,241915934.3040853,241963512.70120463,1,0.2
680,236235583.41196737,241692086.7497918,1,0.2
700,241203810.90255225,244483313.21229917,1,0.2
720,243317080.22454724,244269417.429696,1,0.2
740,241998249.97207692,245012469.09741333,1,0.2
760,242733756.44248775,243500853.19937727,1,0.2
780,243196381.89694637,244920944.00959545,1,0.2
0,19186984.705809154,19186984.705809154,1,0.01
20,22308726.693177614,217697566.22135615,1,0.01
40,24237397.9173216,221178749.27968115,1,0.01
60,27846060.079362996,221361029.61283803,1,0.01
80,32878300.64765473,217106483.13085788,1,0.01
100,37247096.74092983,220665275.58064213,1,0.01
120,36657320.51591734,221878077.66145468,1,0.01
140,30670749.50564328,221806040.7530641,1,0.01
160,24396399.781298734,221098171.10577852,1,0.01
180,19695816.080772925,219656573.67213827,1,0.01
200,15878879.46017024,222111321.89379203,1,0.01
220,13894578.303459937,220187277.87276867,1,0.01
240,12395911.86366954,221521431.78357857,1,0.01
260,10727851.686062336,221854742.2857722,1,0.01
280,9208555.169953551,216677232.6333551,1,0.01
300,9917187.936655426,217249492.65784168,1,0.01
320,12622030.463622574,218403993.75242463,1,0.01
340,15792045.785075288,219077295.5337879,1,0.01
360,18716103.64540569,214344077.8686968,1,0.01
380,20647053.297899675,216802557.85547227,1,0.01
400,20737478.05343654,213589184.6249294,1,0.01
420,19048272.34765077,213671542.7654897,1,0.01
440,17179684.68295786,215277002.18441784,1,0.01
460,16492196.09470923,217129979.19208536,1,0.01
480,17549188.937648237,214894097.69076157,1,0.01
500,20247676.795095272,218944717.6533383,1,0.01
520,20616053.00063301,217684457.3209785,1,0.01
540,18036496.507189013,218045150.36962575,1,0.01
560,15552561.36234039,219063651.31524655,1,0.01
580,14467769.483208949,220419763.55086768,1,0.01
600,13578586.698354663,221643902.20021752,1,0.01
620,12232208.399218656,220407303.5353127,1,0.01
640,9486750.259664947,217207157.8896183,1,0.01
660,7477430.478970371,218984954.6218839,1,0.01
680,7618515.1093429085,220060339.7180379,1,0.01
700,8895875.770941686,220579379.35620025,1,0.01
720,9837726.546254288,217497078.4231315,1,0.01
740,10776715.52327798,217982637.02136436,1,0.01
760,11877231.077120973,222381131.6692988,1,0.01
780,12935430.416974269,220815328.63431385,1,0.01
0,208556726.72678277,208556726.72678277,1,0.05
20,184843858.24116072,235309700.55472773,1,0.05
40,181546233.71090412,235557702.0425423,1,0.05
60,184445788.77726457,235058814.22213316,1,0.05
80,183355136.10431108,235161292.16861776,1,0.05
100,198122811.83325315,235744447.53530717,1,0.05
120,196231050.04515576,233818960.01537287,1,0.05
140,199423794.10631984,235870957.10626984,1,0.05
160,186482930.21268576,235637911.076392,1,0.05
180,180301987.07530996,237920441.6157843,1,0.05
200,175391876.3947085,235418210.1624998,1,0.05
220,161043656.1143903,233576088.7510674,1,0.05
240,180236089.71726337,234955439.10412544,1,0.05
260,199446695.96894956,236209123.524158,1,0.05
280,199469762.7676353,237751265.19250768,1,0.05
300,208221960.0442919,232750776.4144796,1,0.05
320,195242104.9760365,229438319.43374747,1,0.05
340,164707298.20504308,226086881.433208,1,0.05
360,158111245.94804382,225025939.97701555,1,0.05
380,180800784.28378424,229285934.13775444,1,0.05
400,189744035.32944584,236541597.71624935,1,0.05
420,168924289.07920682,236165623.16039765,1,0.05
440,127371373.13872813,236030763.9327404,1,0.05
460,118964534.17889231,235619863.8350239,1,0.05
480,115606891.11270362,237825311.95181516,1,0.05
500,121410751.39857858,237564669.72318244,1,0.05
520,134574197.17530233,236966597.85454595,1,0.05
540,149454788.97457704,237195278.54044813,1,0.05
560,172168187.76421437,237634258.9136808,1,0.05
580,195412388.3554255,238937220.3695375,1,0.05
600,202357141.31307313,239713589.75268665,1,0.05
620,164130551.7650145,238653430.8506305,1,0.05
640,121447293.9852345,236056072.87052488,1,0.05
660,105896967.0398756,234956441.6714867,1,0.05
680,124389675.54305504,235422639.1347579,1,0.05
700,195854234.21229827,237825045.13941467,1,0.05
720,207691708.3413066,237068517.38610145,1,0.05
740,207334261.06303877,236609956.15334457,1,0.05
760,215828495.0770388,236826297.45300072,1,0.05
780,213819207.66007984,237260830.5100692,1,0.05
0,135085135.1282108,135085135.1282108,1,0.03
20,121327302.63155332,235230922.75442904,1,0.03
40,121237493.38283156,233084647.50892073,1,0.03
60,144472704.9963969,232457798.5563897,1,0.03
80,149797104.35833645,233902244.74405208,1,0.03
100,150406191.7603834,234430645.92665523,1,0.03
120,156161748.45790714,234809410.93093553,1,0.03
140,170784342.1769356,235626485.80516964,1,0.03
160,179291019.45675632,234500492.70338997,1,0.03
180,186184878.34238973,234764759.347861,1,0.03
200,174251492.116168,234458170.85364383,1,0.03
220,161739294.21346065,233873096.34803775,1,0.03
240,156664501.06203532,233590684.5778751,1,0.03
260,167828810.93144122,233625630.9383878,1,0.03
280,175579841.4504692,234969539.28392315,1,0.03
300,171581084.78479445,235767157.91500112,1,0.03
320,151836585.0817203,234690748.9254773,1,0.03
340,137073218.52136582,232203477.84298337,1,0.03
360,120869911.1359273,233156221.25382996,1,0.03
380,112655995.71093886,233437878.32616457,1,0.03
400,107431730.60395896,233439604.10334483,1,0.03
420,104123794.87835266,233176708.9731857,1,0.03
440,100270743.2736501,234509720.7047563,1,0.03
460,107037134.79199702,234800161.29466647,1,0.03
480,118727403.7920869,234119247.644576,1,0.03
500,121290725.86371994,233034313.5408147,1,0.03
520,120347851.5198909,233867476.6200074,1,0.03
540,128512454.4335939,233946025.0777549,1,0.03
560,123222979.23454912,233761593.4579924,1,0.03
580,85855265.99214584,234395740.80051863,1,0.03
600,62321540.768301755,233433227.69459456,1,0.03
620,71525676.63223818,231162708.5396436,1,0.03
640,95308562.98687972,234315083.20755255,1,0.03
660,107452060.36450574,234368594.02489424,1,0.03
680,105269532.20509268,235266823.46333227,1,0.03
700,123220846.33753884,235681131.99208623,1,0.03
720,146022743.08546618,235088587.2234361,1,0.03
740,148998163.86260512,234932766.4823385,1,0.03
760,138688269.64192626,234468889.4541332,1,0.03
780,132677676.40553688,234648539.29661632,1,0.03
0,219522177.54292297,219522177.54292297,1,0.07
20,215235873.72796777,236023962.86195183,1,0.07
40,205684147.67808157,232236569.66957617,1,0.07
60,196772656.63571343,232286096.9326115,1,0.07
80,212460651.84482676,237884877.1322892,1,0.07
100,201205133.7813361,234896769.71417648,1,0.07
120,182107133.40424785,227030688.3663948,1,0.07
140,176062662.4337238,225092955.8868125,1,0.07
160,204793953.34699348,228824882.11910996,1,0.07
180,206484821.27600425,232873217.02970672,1,0.07
200,195914790.74380392,227192629.42420623,1,0.07
220,188375644.0735355,232886097.2111916,1,0.07
240,219484124.4165553,236694918.0480991,1,0.07
260,204131430.41846365,236792704.94553372,1,0.07
280,165550155.8554232,235394539.68335587,1,0.07
300,138579087.63287866,231510536.53970852,1,0.07
320,138143608.07493213,229104497.3715282,1,0.07
340,174037771.1412643,229835661.14891124,1,0.07
360,178425680.59452787,226094632.74152595,1,0.07
380,153071385.80420738,229524017.19005096,1,0.07
400,200959754.4789871,238782406.69830313,1,0.07
420,199922308.3747013,236020188.6188015,1,0.07
440,211675714.9460933,238696287.6154462,1,0.07
460,204933851.0623516,235627256.22752565,1,0.07
480,191479351.3300895,232088722.95920408,1,0.07
500,172471940.5977941,228950779.2177673,1,0.07
520,189403258.55598873,234310271.76000443,1,0.07
540,223180043.84253705,234128089.55038455,1,0.07
560,192006790.29360387,229548367.4203336,1,0.07
580,156644808.95783436,230846744.2822748,1,0.07
600,158856152.34625226,224907808.41832837,1,0.07
620,173415116.33284813,232469639.8676147,1,0.07
640,163240101.87289557,227917012.2356614,1,0.07
660,163535624.481659,229673684.63859835,1,0.07
680,186204581.72178987,233363241.0608799,1,0.07
700,203124360.95317444,240200096.21048537,1,0.07
720,199044920.6564781,238785067.1384341,1,0.07
740,200149113.61749795,237551585.3041024,1,0.07
760,196198234.96569943,236336493.1932037,1,0.07
780,182209904.38674337,234476973.31739312,1,0.07
0,242536157.204907,242536157.204907,1,0.2
20,239840414.76521188,243592152.92546,1,0.2
40,235157769.03618377,241903690.7292982,1,0.2
60,240495723.8999352,243509269.45441145,1,0.2
80,239988654.11542615,242662349.27601707,1,0.2
100,240316773.591109,243961783.90142095,1,0.2
120,242563497.4414652,243801775.43842676,1,0.2
140,243968234.06801063,244120872.8869743,1,0.2
160,239989373.50159883,243203377.64702225,1,0.2
180,243759123.65079403,243313890.0728563,1,0.2
200,237547139.8453403,238528993.05889857,1,0.2
220,240944309.2643019,243553896.07703623,1,0.2
240,241928758.98420393,242170243.71443525,1,0.2
260,241228627.98894507,242299845.73781165,1,0.2
280,238422167.7807083,242548784.853528,1,0.2
300,243406295.82220855,244408377.79010165,1,0.2
320,239532575.0922798,242727186.83255973,1,0.2
340,240813238.85074323,242186511.0831641,1,0.2
360,241403998.21522325,242442591.69417173,1,0.2
380,239738757.5585942,241305665.98783252,1,0.2
400,241831148.96855068,244198817.66208175,1,0.2
420,241160748.8737008,244446704.31126177,1,0.2
440,241183943.8827352,243350445.29392987,1,0.2
460,239275973.4979372,242253335.04233217,1,0.2
480,243330476.27240857,243756178.6878912,1,0.2
500,242801313.28495103,242969869.0689782,1,0.2
520,239560796.06963843,241242898.91574088,1,0.2
540,242173810.31812856,242353832.650127,1,0.2
560,243900876.7843138,244573799.23463017,1,0.2
580,240322423.8779982,242701429.6200499,1,0.2
600,239857179.8884336,241639945.440746,1,0.2
620,240528114.699174,241567883.3873142,1,0.2
640,243258268.84564793,243344927.31433097,1,0.2
660,240119896.8915118,241771241.99922115,1,0.2
680,240260544.6020739,242986530.80701563,1,0.2
700,242676826.1346597,243045225.5831515,1,0.2
720,241642126.68229017,242744271.9590239,1,0.2
740,243799042.3493124,244031829.4300142,1,0.2
760,240130458.1102068,244012609.49752033,1,0.2
780,242214604.0465016,243697187.9276248,1,0.2
0,13807157.965408413,13807157.965408413,1,0.01
20,12160766.794946903,218123012.8683162,1,0.01
40,10544910.357468838,220998413.5463838,1,0.01
60,9594259.728396038,220874642.0084164,1,0.01
80,9711366.971698891,218563339.83364257,1,0.01
100,10521198.32307969,215882527.47178155,1,0.01
120,11385398.425223954,219917052.15305865,1,0.01
140,9986536.769785449,221569315.3703257,1,0.01
160,6984220.033547562,221455454.52642924,1,0.01
180,5650402.307393897,221167840.82708043,1,0.01
200,4910842.307239064,221602183.80727667,1,0.01
220,4590314.442089627,220209830.66602543,1,0.01
240,4604712.023976209,221781663.89947584,1,0.01
260,3563137.8467210657,220708869.3447776,1,0.01
280,2581645.8891792907,221502877.09409735,1,0.01
300,2328047.5618568207,221831155.5102517,1,0.01
320,2425218.507043011,220843110.3828321,1,0.01
340,3002885.184925691,222285558.1981606,1,0.01
360,3285643.519246772,222979093.32927448,1,0.01
380,2458891.684891662,223367324.38688704,1,0.01
400,1977440.4867667507,223456273.55046168,1,0.01
420,2651731.0637803874,223282824.25489813,1,0.01
440,3792921.018957845,223830703.13220015,1,0.01
460,4330564.209693658,224111979.53952792,1,0.01
480,4672042.983204838,222980686.326855,1,0.01
500,6223491.840033543,222647909.79509833,1,0.01
520,9626590.236859392,221340059.052885,1,0.01
540,14471353.856742598,219841598.3214742,1,0.01
560,18184165.18881959,222057126.32103607,1,0.01
580,19018210.00303496,222405934.7264909,1,0.01
600,17171918.0075894,223288207.38274193,1,0.01
620,14698911.261097146,222914269.4051282,1,0.01
640,12792415.415030846,224027354.9557129,1,0.01
660,11171906.075154291,223398778.3271236,1,0.01
680,9560562.228606988,221851256.4337096,1,0.01
700,8230236.069376548,223329343.12729812,1,0.01
720,6799373.869706062,220948133.7340721,1,0.01
740,5078896.393872017,222718296.8004685,1,0.01
760,5242955.925004517,221925999.8061832,1,0.01
780,6027582.349550562,221255814.391847,1,0.01
0,198999498.43861455,198999498.43861455,1,0.05
20,186177638.42668337,235053341.07259953,1,0.05
40,187058152.54899472,234732479.42724836,1,0.05
60,210906601.0379952,234522020.95219892,1,0.05
80,198912218.12208807,232105337.3555398,1,0.05
100,197555803.92653137,231089858.91309097,1,0.05
120,201921654.91191632,235678742.1507498,1,0.05
140,211976132.07721952,236130203.96715993,1,0.05
160,193943759.27916124,237639127.483332,1,0.05
180,141497584.69755185,235185491.77504057,1,0.05
200,87951358.6962873,234014283.8100465,1,0.05
220,67420516.38875026,234543884.77086627,1,0.05
240,95827116.30461054,236446544.8660693,1,0.05
260,158802960.3814923,236894909.77689964,1,0.05
280,205921838.2973036,237122361.20874992,1,0.05
300,211293602.97080976,237136455.30982208,1,0.05
320,214048427.7356348,239238810.9409148,1,0.05
340,206396445.1911805,239453876.4362377,1,0.05
360,178961497.17180505,237853709.22609803,1,0.05
380,142292475.57017136,238782442.71271056,1,0.05
400,81726462.13792841,237113489.51715535,1,0.05
420,66200856.650039926,235865547.61999345,1,0.05
440,101309599.19321854,238258429.29057515,1,0.05
460,137610876.92947623,236388241.5467789,1,0.05
480,156184721.69022912,237126422.27051568,1,0.05
500,158280072.75197628,236268757.7934492,1,0.05
520,176437243.54160577,233627077.6901801,1,0.05
540,178962629.6366292,237739313.42314085,1,0.05
560,179920292.22523135,232175835.32788032,1,0.05
580,190969602.29705817,231925060.63109535,1,0.05
600,197480043.34327295,233720739.49948192,1,0.05
620,199973762.37834868,231660565.0877413,1,0.05
640,207821477.2837789,236106055.85861915,1,0.05
660,215476996.61809337,236961114.2150477,1,0.05
680,219189819.30140656,235771446.8196934,1,0.05
700,212601449.62292436,235187241.05490983,1,0.05
720,194114636.00872323,233304420.21554732,1,0.05
740,183871390.0132875,233579800.3761222,1,0.05
760,178649449.1655803,229732455.509508,1,0.05
780,181483300.37998855,230636744.4545613,1,0.05
0,74985908.1707534,74985908.1707534,1,0.03
20,52736209.2558464,228111104.26762983,1,0.03
40,43935351.14994058,226599353.1449564,1,0.03
60,51485901.140698,227398159.0503503,1,0.03
80,57709457.602408595,228030711.27647775,1,0.03
100,61855926.72705573,229379866.36711583,1,0.03
120,79991283.83721687,228370816.34170303,1,0.03
140,109114930.57188556,229627165.4080982,1,0.03
160,132119798.1371315,229908691.27876577,1,0.03
180,140268562.12482786,232422692.71014836,1,0.03
200,155540325.52686888,233034981.51682335,1,0.03
220,177909018.235133,233195236.19681877,1,0.03
240,192349448.4738078,234231080.60943204,1,0.03
260,193005318.26362833,234498648.9259779,1,0.03
280,182681906.283797,233079644.3169311,1,0.03
300,176000527.18870145,231457072.45126727,1,0.03
320,170462423.20926455,233139781.2917713,1,0.03
340,173356499.00034422,233334872.97652525,1,0.03
360,171385803.6121145,234329664.6603659,1,0.03
380,172441134.43144965,233578685.9440965,1,0.03
400,176169990.51032072,234469692.745107,1,0.03
420,170292541.30476934,234631368.39726588,1,0.03
440,142774520.02653646,233065380.4388661,1,0.03
460,105008006.76956645,233403107.6504421,1,0.03
480,72454322.51937065,232961515.87559965,1,0.03
500,48739454.11351848,233059371.85440543,1,0.03
520,32764281.441131085,231271852.99632,1,0.03
540,28817577.874242797,230315938.9551249,1,0.03
560,45598098.55728734,232832439.0232668,1,0.03
580,58063944.31620197,234681321.2895956,1,0.03
600,53066728.84078147,233065463.51935872,1,0.03
620,53727497.38788581,232520018.4475131,1,0.03
640,59576388.1657445,232450833.33527535,1,0.03
660,56532064.34212588,233425118.14000857,1,0.03
680,57408733.00999814,232468013.58653143,1,0.03
700,63668808.68921415,230314915.32642928,1,0.03
720,70699324.60176785,229094529.33614895,1,0.03
740,90757989.1307773,228473477.15475193,1,0.03
760,111409212.64874984,230519474.17941907,1,0.03
780,136791697.9432568,230650780.71870404,1,0.03
0,227267695.7448296,227267695.7448296,1,0.07
20,226664943.4984039,240507720.704153,1,0.07
40,218598670.47204548,239623791.89527875,1,0.07
60,212152324.13287777,236246887.4688827,1,0.07
80,200750437.92660588,236312070.36710343,1,0.07
100,204505379.22901452,237715676.04313263,1,0.07
120,198568230.1261434,237330890.99989265,1,0.07
140,203967385.6466533,236592451.13469452,1,0.07
160,203133426.84774867,235183594.36289385,1,0.07
180,223171341.00469545,238507168.08743665,1,0.07
200,228283772.26079565,237786432.2554708,1,0.07
220,208736737.5432627,235710408.8085881,1,0.07
240,202912609.88604817,237162858.69988063,1,0.07
260,206324186.97945225,235446153.7499177,1,0.07
280,225972629.70270473,240092317.74275503,1,0.07
300,231068188.31351417,240329748.48024476,1,0.07
320,225294051.48790017,237837372.14218616,1,0.07
340,220309503.59136215,237578425.64453447,1,0.07
360,213537005.42337137,239271783.62739888,1,0.07
380,188872451.3077653,237543476.3853446,1,0.07
400,188243599.6360884,240325698.75343403,1,0.07
420,215078079.08805537,240605372.01706696,1,0.07
440,224028222.54510808,240512238.32311967,1,0.07
460,217364906.8611376,235846651.1371675,1,0.07
480,192538782.9250099,231905932.67536715,1,0.07
500,192669642.21168312,235933764.3187123,1,0.07
520,207086603.86815244,239011485.85834533,1,0.07
540,210776364.28804597,234007794.6054813,1,0.07
560,212202996.72771567,231186282.30660367,1,0.07
580,196889660.7353293,224239907.9353367,1,0.07
600,206596833.16688228,227664029.1455449,1,0.07
620,198499004.32127076,229468625.01719353,1,0.07
640,142613868.79455173,228015861.0144292,1,0.07
660,78561424.2306008,234419328.83804983,1,0.07
680,141472710.21431187,240099077.686258,1,0.07
700,186715275.5126164,238882182.09000695,1,0.07
720,217529596.92253083,239145179.88514063,1,0.07
740,210299908.48245803,236753513.4093055,1,0.07
760,191784782.5926912,233523260.4289961,1,0.07
780,209345970.3124711,234194237.76177776,1,0.07
0,241718228.70074743,241718228.70074743,1,0.2
20,236432634.0461555,241863715.7702184,1,0.2
40,243437238.66848055,244173263.9129908,1,0.2
60,242909567.8713776,243741020.2774388,1,0.2
80,239958991.73755956,242450219.3196864,1,0.2
100,241126097.81119105,241394438.70940328,1,0.2
120,242279184.3954705,243300876.50069603,1,0.2
140,238643758.8022051,241435209.73119625,1,0.2
160,242175228.829036,243546020.32632965,1,0.2
180,242978482.02512175,243567835.53716537,1,0.2
200,243756311.6051173,244241339.451558,1,0.2
220,243236530.8756916,244176344.9246437,1,0.2
240,242408964.75624064,243952944.97411975,1,0.2
260,241608902.2216804,243756333.5154761,1,0.2
280,243120410.80320156,243681195.9328307,1,0.2
300,244085123.16372752,244241647.81899905,1,0.2
320,242864630.66556543,244824183.8901983,1,0.2
340,241598649.8555141,242018440.89298913,1,0.2
360,242217774.24749872,243598866.25544816,1,0.2
380,242919292.6621982,243794822.9808183,1,0.2
400,236870535.4449044,242494425.12977383,1,0.2
420,238998608.2408668,240852837.0945649,1,0.2
440,240516657.09784308,242648141.83268604,1,0.2
460,238881269.7873963,241986328.4021738,1,0.2
480,239984356.62135,244071275.9920262,1,0.2
500,242099975.96347895,243569100.17914465,1,0.2
520,238314110.70388275,243481691.68727708,1,0.2
540,241275052.3996621,243815591.8011867,1,0.2
560,237686704.1566519,239155970.79843488,1,0.2
580,243189961.22106743,244301417.70653072,1,0.2
600,243117135.73963308,243282612.14459056,1,0.2
620,240012100.22701344,241862069.4215912,1,0.2
640,242157296.63544077,243854429.36111027,1,0.2
660,243595659.8667607,244202315.66782987,1,0.2
680,243581572.8454117,244177599.88560385,1,0.2
700,242279433.7946782,244069713.09908915,1,0.2
720,240314883.96453777,242337254.32909465,1,0.2
740,239779658.46934697,242603488.1457434,1,0.2
760,240363996.45755756,241134567.15006113,1,0.2
780,239747713.71739012,243810499.56067085,1,0.2
0,38976949.62300199,38976949.62300199,1,0.01
20,35639497.62412096,211344910.70468515,1,0.01
40,32384878.141652443,216488050.5073868,1,0.01
60,29016427.711132977,215468799.456797,1,0.01
80,25773479.380684756,217289413.94103432,1,0.01
100,21625474.508782446,215123985.09811324,1,0.01
120,18726625.994477384,217047303.4520518,1,0.01
140,19301530.615514528,215779210.68870533,1,0.01
160,18813986.122692823,215038923.65617096,1,0.01
180,17503510.27350966,215189308.8134653,1,0.01
200,15868377.77487988,213774819.69728172,1,0.01
220,13906354.66278391,216202727.73092264,1,0.01
240,12432439.23865296,215193502.57101983,1,0.01
260,13410500.942627188,215752684.79993564,1,0.01
280,14277690.10904567,218909015.22617465,1,0.01
300,15424983.16902976,221544025.025848,1,0.01
320,16902595.67798222,223013873.01810104,1,0.01
340,18835318.420775153,221904962.55993336,1,0.01
360,20156441.654638108,220771732.58171865,1,0.01
380,21080965.264314853,221419045.21817797,1,0.01
400,22335894.250614863,221869095.14759663,1,0.01
420,22126400.060359236,221197797.42871255,1,0.01
440,21745874.036045805,219916881.07107052,1,0.01
460,19916712.244499795,222459053.32889253,1,0.01
480,17276554.753918342,222159396.44042215,1,0.01
500,15497055.36727611,221238451.9624603,1,0.01
520,15160166.141888715,222961757.59475636,1,0.01
540,15413839.497848991,222801246.5991875,1,0.01
560,15187941.66812971,223347223.83625245,1,0.01
580,15780557.894895596,221420218.41520175,1,0.01
600,17973051.569837384,220114571.32226032,1,0.01
620,19902721.877898265,216405511.9673275,1,0.01
640,20559329.48204181,216342732.32362717,1,0.01
660,20710559.11611322,216979723.4579839,1,0.01
680,20149630.1205812,216048342.4830821,1,0.01
700,19732993.000983145,217361895.69187364,1,0.01
720,19784287.97792366,217636624.45727175,1,0.01
740,19323895.109818816,218903818.487158,1,0.01
760,17821720.08801482,219812623.34702197,1,0.01
780,18235621.990866773,220919647.60488853,1,0.01
0,166333923.9533076,166333923.9533076,1,0.05
20,194530191.0203077,238156774.5043456,1,0.05
40,186290885.22045845,237981358.2927775,1,0.05
60,201639013.27898812,237499694.25746027,1,0.05
80,222026258.54588613,239540382.60218525,1,0.05
100,224132171.10904688,239498641.12002844,1,0.05
120,221003305.30766648,240047845.2466849,1,0.05
140,201734500.84125897,233229017.4016046,1,0.05
160,164971677.24527806,226046030.5332273,1,0.05
180,129981538.06063698,219188369.60229257,1,0.05
200,107331397.27745327,227105212.1399061,1,0.05
220,94038605.5531862,235236879.90175205,1,0.05
240,76334977.60814515,230471547.67229187,1,0.05
260,88899701.62182519,229896477.9761026,1,0.05
280,125915730.20200342,234452787.75477943,1,0.05
300,173886179.11991692,235378654.97523537,1,0.05
320,193054134.86851177,236638722.84156585,1,0.05
340,190024817.74363264,238122179.416399,1,0.05
360,185793802.49033263,237909422.548046,1,0.05
380,180811391.6674271,235786057.39373493,1,0.05
400,189082977.07993495,237690377.87992132,1,0.05
420,201533383.36040676,237761110.37515223,1,0.05
440,208689475.6479295,235379707.9784363,1,0.05
460,207759895.7122324,235804507.7565146,1,0.05
480,195227669.66949263,234770268.52752596,1,0.05
500,171538684.26668295,233944992.00705928,1,0.05
520,149287664.37391746,235616101.0245728,1,0.05
540,134775022.31305373,237144940.14872128,1,0.05
560,146106616.3122648,235609962.33835644,1,0.05
580,186139219.31954923,235345037.3430009,1,0.05
600,165498998.59813488,232261004.523265,1,0.05
620,158323918.88989145,229265000.88450527,1,0.05
640,153851509.5842155,233151199.10244888,1,0.05
660,173304574.14163172,235033446.80421007,1,0.05
680,163163801.69297022,238278284.50021312,1,0.05
700,186477236.65372187,231762451.2294302,1,0.05
720,181249790.793861,231619767.3315369,1,0.05
740,185314098.58336672,236111545.55216444,1,0.05
760,207762621.1207496,233344519.55861384,1,0.05
780,192769731.7130962,235721964.15777975,1,0.05
0,146684396.18340343,146684396.18340343,1,0.03
20,152593429.0769112,236036872.57859465,1,0.03
40,161533118.67015848,235291810.02655596,1,0.03
60,134770801.68039986,233210128.60938656,1,0.03
80,98405123.71024267,229728369.7373653,1,0.03
100,78857047.8179519,228892102.27666873,1,0.03
120,76031964.54838628,229924050.4401504,1,0.03
140,83299314.6183111,226375001.41637272,1,0.03
160,80120546.91229056,226908883.78341,1,0.03
180,76153971.76168314,229060649.2974009,1,0.03
200,70149161.1455323,229582737.93681473,1,0.03
220,64753379.89375752,225632434.5945113,1,0.03
240,59754991.06060274,224079098.88921452,1,0.03
260,56647070.40571317,227960462.2156731,1,0.03
280,60972543.68203433,231957928.5747972,1,0.03
300,69506716.85474798,232184087.70450443,1,0.03
320,65869842.05030851,228800543.31749564,1,0.03
340,55319796.823440745,232995489.45666116,1,0.03
360,55208855.42858556,232799781.02963436,1,0.03
380,66579293.459688336,233867394.166107,1,0.03
400,70428909.50449838,232298548.2968836,1,0.03
420,67143152.44209513,232074921.92650375,1,0.03
440,73881935.44227655,229856645.17855167,1,0.03
460,89666332.41575557,227130418.9924943,1,0.03
480,64846625.75093423,218858296.4198082,1,0.03
500,41216654.427229054,220878699.07429713,1,0.03
520,44872489.15999749,221663845.94959703,1,0.03
540,75229643.82809332,221860093.1338235,1,0.03
560,63966638.87594113,224310104.7057383,1,0.03
580,45156268.87636694,229191878.7352782,1,0.03
600,61250316.47328702,230900495.1690057,1,0.03
620,88489542.91212983,230996949.36718968,1,0.03
640,101012757.19164668,230833836.73342976,1,0.03
660,94618415.75821193,230512904.17701983,1,0.03
680,117084027.9397304,234414094.32789105,1,0.03
700,142624729.5345347,232250663.56768173,1,0.03
720,139222541.0364032,231657885.5658193,1,0.03
740,146360352.36573464,231775162.3396643,1,0.03
760,133279072.09263654,231068266.03852057,1,0.03
780,102811629.08578137,228843109.32661325,1,0.03
0,180365621.5548117,180365621.5548117,1,0.07
20,203529446.1500454,241381269.15535292,1,0.07
40,223979472.55021325,240195210.27943003,1,0.07
60,229097180.7536931,239800987.46622825,1,0.07
80,229328057.7524569,237581611.13822216,1,0.07
100,212840821.12561575,236447763.65236455,1,0.07
120,191408123.2101184,235771653.9915993,1,0.07
140,187865281.71517223,234057683.9327501,1,0.07
160,189709236.86714277,235743022.61343983,1,0.07
180,207166404.4608299,235481485.23235232,1,0.07
200,220323647.68766993,239909162.04698253,1,0.07
220,215771996.69842803,237949315.74506044,1,0.07
240,211292422.49469575,238873212.57885417,1,0.07
260,215154964.54129064,238081840.65937313,1,0.07
280,196698288.0446365,230915963.3933144,1,0.07
300,188868252.9659024,232033810.62514615,1,0.07
320,187468235.72200757,228678231.40402603,1,0.07
340,185231248.0058332,238232120.52014175,1,0.07
360,185187020.1632827,237219488.2316318,1,0.07
380,206465587.1552724,240681686.96562025,1,0.07
400,215905933.40243304,240769269.2597746,1,0.07
420,224384029.41174316,240134681.5800816,1,0.07
440,226546215.7583201,238818902.2313453,1,0.07
460,226038766.24948543,239802961.1360484,1,0.07
480,219957232.61139107,237978051.16895697,1,0.07
